tconst	averageRating	numVotes
tt0031400	7.1	311
tt0031401	6.6	307
tt0031403	6.6	395
tt0031405	6.6	449
tt0031406	5.0	159
tt0031407	6.5	147
tt0031408	6.8	13
tt0031409	6.3	357
tt0031410	7.1	61
tt0031411	6.4	10
tt0031412	6.6	299
tt0031413	7.1	170
tt0031414	5.3	110
tt0031415	6.6	22
tt0031416	5.4	56
tt0031417	5.9	196
tt0031418	7.2	48
tt0031419	6.7	92
tt0031421	5.2	74
tt0031422	3.1	10
tt0031424	5.1	29
tt0031426	5.7	19
tt0031427	5.0	134
tt0031429	6.0	89
tt0031431	7.0	1227
tt0031432	7.9	19
tt0031433	6.5	413
tt0031435	5.3	11
tt0031437	5.7	102
tt0031438	5.6	208
tt0031440	6.3	405
tt0031442	6.6	623
tt0031443	2.8	16
tt0031444	5.9	34
tt0031445	7.2	72
tt0031446	6.6	62
tt0031447	6.7	109
tt0031448	7.4	10357
tt0031449	6.3	118
tt0031450	6.1	305
tt0031451	6.8	104
tt0031452	6.2	78
tt0031455	7.8	11248
tt0031456	6.0	61
tt0031458	6.5	12
tt0031459	5.3	67
tt0031460	6.4	13
tt0031461	6.0	77
tt0031462	5.5	26
tt0031463	6.0	12
tt0031464	6.1	180
tt0031465	6.4	105
tt0031466	6.4	653
tt0031467	6.1	14
tt0031468	4.4	30
tt0031469	6.4	19
tt0031470	5.2	950
tt0031471	6.2	14
tt0031473	6.6	1476
tt0031474	8.0	10
tt0031476	7.2	60
tt0031477	7.1	3099
tt0031478	5.7	223
tt0031479	4.4	42
tt0031480	6.2	117
tt0031481	6.2	22
tt0031482	5.7	223
tt0031483	2.8	13
tt0031484	5.4	31
tt0031486	5.7	128
tt0031487	4.3	24
tt0031489	6.7	257
tt0031490	6.8	214
tt0031491	6.6	2576
tt0031493	6.4	154
tt0031494	4.3	24
tt0031495	5.5	201
tt0031496	6.5	24
tt0031497	6.5	85
tt0031498	5.7	62
tt0031499	6.4	56
tt0031500	6.9	2892
tt0031501	6.2	137
tt0031502	7.0	224
tt0031503	7.0	550
tt0031504	5.4	10
tt0031505	6.3	9995
tt0031506	6.8	265
tt0031507	7.0	4427
tt0031508	6.3	56
tt0031509	5.7	219
tt0031510	6.1	77
tt0031511	5.0	21
tt0031512	6.4	21
tt0031514	7.7	7547
tt0031515	6.5	53
tt0031516	6.9	2340
tt0031517	6.7	442
tt0031519	6.3	43
tt0031522	6.1	62
tt0031523	6.5	25
tt0031525	5.9	24
tt0031526	5.6	186
tt0031528	6.8	67
tt0031529	7.4	47
tt0031530	6.4	187
tt0031532	5.2	146
tt0031533	5.8	204
tt0031534	6.6	109
tt0031535	4.8	13
tt0031536	6.4	1354
tt0031537	7.0	64
tt0031539	7.2	10
tt0031540	5.8	9
tt0031541	7.0	12
tt0031543	6.0	130
tt0031544	6.7	63
tt0031547	6.4	251
tt0031548	6.6	320
tt0031549	6.1	570
tt0031550	6.4	47
tt0031552	6.4	136
tt0031553	5.2	111
tt0031554	3.9	62
tt0031555	5.6	47
tt0031556	7.0	14
tt0031557	6.7	167
tt0031559	6.5	157
tt0031561	5.6	15
tt0031562	5.6	43
tt0031563	4.5	37
tt0031564	6.5	255
tt0031565	6.3	216
tt0031566	6.8	543
tt0031567	5.6	70
tt0031570	5.0	50
tt0031571	6.5	84
tt0031572	6.6	474
tt0031573	5.4	125
tt0031575	5.7	677
tt0031576	6.5	15
tt0031577	6.2	157
tt0031578	6.7	101
tt0031579	6.6	161
tt0031580	7.2	6088
tt0031581	5.2	14
tt0031583	6.8	24
tt0031585	6.1	88
tt0031586	7.0	127
tt0031587	6.0	10
tt0031588	6.4	165
tt0031589	6.5	712
tt0031590	6.2	70
tt0031591	7.2	47
tt0031592	6.7	70
tt0031593	7.3	5332
tt0031595	6.1	498
tt0031596	5.9	20
tt0031597	6.2	19
tt0031599	4.6	157
tt0031600	6.6	162
tt0031601	6.2	153
tt0031602	6.3	3564
tt0031603	6.5	16
tt0031604	6.1	51
tt0031605	7.0	108
tt0031608	6.6	606
tt0031609	6.6	20
tt0031610	5.8	255
tt0031611	6.7	168
tt0031612	6.1	238
tt0031613	6.2	20
tt0031614	6.8	1697
tt0031617	5.6	130
tt0031618	6.8	22
tt0031619	7.1	1691
tt0031620	6.2	159
tt0031621	6.3	187
tt0031623	6.5	46
tt0031627	7.8	15
tt0031628	6.3	9
tt0031630	6.3	118
tt0031634	5.5	21
tt0031635	6.3	93
tt0031637	4.8	57
tt0031638	4.2	33
tt0031639	4.8	28
tt0031640	6.4	90
tt0031641	6.2	365
tt0031643	6.4	14
tt0031644	6.5	30
tt0031645	5.1	169
tt0031646	4.7	70
tt0031647	7.9	4964
tt0031648	3.4	194
tt0031650	6.4	737
tt0031652	5.8	131
tt0031654	6.8	92
tt0031655	6.5	15
tt0031656	6.4	43
tt0031657	6.2	693
tt0031658	6.1	17
tt0031660	6.9	22
tt0031661	5.9	23
tt0031662	6.4	45
tt0031665	6.6	43
tt0031666	5.9	109
tt0031667	6.4	150
tt0031668	4.8	204
tt0031669	7.6	44
tt0031671	5.4	30
tt0031672	5.9	19
tt0031674	6.7	70
tt0031675	7.1	22
tt0031676	6.5	665
tt0031677	6.7	753
tt0031678	6.4	1324
tt0031679	8.1	113856
tt0031680	5.8	804
tt0031682	5.4	117
tt0031683	6.2	7
tt0031684	5.3	118
tt0031685	5.6	14
tt0031686	5.7	88
tt0031687	6.1	55
tt0031689	5.7	209
tt0031690	5.3	81
tt0031691	6.7	58
tt0031692	6.3	8
tt0031693	7.5	15
tt0031694	5.2	151
tt0031697	6.1	12
tt0031698	5.3	77
tt0031699	5.5	14
tt0031701	5.9	37
tt0031702	4.6	79
tt0031703	5.4	76
tt0031704	6.1	836
tt0031705	6.2	66
tt0031707	5.1	13
tt0031708	6.7	779
tt0031709	6.6	1185
tt0031710	6.7	623
tt0031711	6.0	187
tt0031712	6.1	344
tt0031713	5.9	178
tt0031715	5.7	88
tt0031716	6.9	507
tt0031717	6.4	158
tt0031718	5.5	544
tt0031719	6.4	45
tt0031720	6.1	28
tt0031721	6.1	474
tt0031722	5.7	352
tt0031723	7.0	33
tt0031724	5.2	24
tt0031725	7.9	20761
tt0031726	6.1	122
tt0031728	6.0	22
tt0031729	6.3	20
tt0031731	5.7	43
tt0031732	6.1	24
tt0031734	6.1	142
tt0031735	5.3	30
tt0031736	5.8	174
tt0031737	6.6	333
tt0031738	5.8	8
tt0031739	4.5	10
tt0031740	5.2	87
tt0031742	7.9	5973
tt0031743	6.0	206
tt0031744	7.0	614
tt0031745	6.4	32
tt0031746	8.1	588
tt0031747	6.4	2229
tt0031748	5.6	62
tt0031749	5.3	644
tt0031750	7.5	3726
tt0031751	5.3	42
tt0031752	5.3	66
tt0031753	3.8	11
tt0031754	7.7	1981
tt0031755	6.0	73
tt0031756	5.6	216
tt0031757	6.6	264
tt0031760	6.3	76
tt0031761	6.1	258
tt0031762	7.7	13837
tt0031763	6.6	78
tt0031764	6.1	65
tt0031765	7.0	188
tt0031766	5.1	43
tt0031767	5.8	59
tt0031768	5.7	40
tt0031769	6.0	49
tt0031770	6.5	17
tt0031771	7.1	19
tt0031772	6.3	28
tt0031773	7.2	30
tt0031774	5.7	309
tt0031775	5.8	76
tt0031776	6.0	39
tt0031777	5.8	280
tt0031778	5.0	85
tt0031779	2.8	9
tt0031781	7.0	9
tt0031782	4.4	9
tt0031783	6.6	58
tt0031784	5.0	117
tt0031785	6.5	12
tt0031787	6.0	99
tt0031788	6.9	9
tt0031789	6.7	10
tt0031790	7.4	1508
tt0031791	5.6	7
tt0031793	6.4	171
tt0031794	5.9	108
tt0031795	5.9	106
tt0031796	4.7	981
tt0031799	6.2	178
tt0031800	6.9	370
tt0031802	7.0	27
tt0031803	6.8	610
tt0031804	6.6	189
tt0031805	6.7	307
tt0031807	6.7	12
tt0031808	6.9	16
tt0031811	6.3	336
tt0031812	6.2	180
tt0031813	6.6	164
tt0031814	6.7	150
tt0031815	6.5	188
tt0031816	6.3	163
tt0031817	4.9	29
tt0031818	6.8	19
tt0031820	7.0	539
tt0031822	6.4	469
tt0031823	6.6	81
tt0031824	5.2	28
tt0031825	6.0	262
tt0031826	7.0	5574
tt0031827	6.2	137
tt0031828	6.6	522
tt0031829	7.0	77
tt0031830	4.7	43
tt0031831	6.5	888
tt0031833	6.6	54
tt0031834	6.4	90
tt0031835	6.9	1974
tt0031838	6.8	149
tt0031839	6.5	66
tt0031840	6.4	48
tt0031841	6.7	31
tt0031842	6.5	1066
tt0031844	7.1	71
tt0031845	5.9	581
tt0031846	5.6	24
tt0031847	6.7	157
tt0031848	5.6	148
tt0031849	5.9	19
tt0031851	5.7	2178
tt0031852	6.6	105
tt0031853	6.4	119
tt0031855	5.4	157
tt0031857	5.8	42
tt0031858	6.1	10
tt0031859	5.6	20
tt0031860	6.2	45
tt0031861	5.1	56
tt0031862	4.9	78
tt0031863	6.4	119
tt0031864	6.5	53
tt0031865	6.6	25
tt0031867	7.9	13813
tt0031868	6.5	84
tt0031869	6.1	303
tt0031870	5.2	29
tt0031871	6.3	16
tt0031873	6.2	21
tt0031875	5.8	150
tt0031876	5.7	27
tt0031877	6.7	619
tt0031878	6.2	104
tt0031880	5.4	245
tt0031881	6.7	99
tt0031883	6.4	108
tt0031885	7.9	28568
tt0031886	5.9	72
tt0031887	5.9	53
tt0031889	6.4	138
tt0031890	6.2	950
tt0031891	6.4	835
tt0031892	7.3	26
tt0031894	7.1	347
tt0031896	7.1	24
tt0031897	6.9	419
tt0031899	6.7	173
tt0031901	5.6	146
tt0031902	7.9	11
tt0031903	5.8	63
tt0031904	6.3	154
tt0031905	6.8	781
tt0031906	5.4	125
tt0031907	6.4	483
tt0031908	5.7	248
tt0031909	6.4	442
tt0031910	6.1	141
tt0031914	5.9	119
tt0031915	6.5	23
tt0031916	6.3	44
tt0031917	6.1	186
tt0031919	6.2	194
tt0031920	5.3	11
tt0031921	5.3	54
tt0031922	7.7	12
tt0031923	6.0	37
tt0031924	6.6	25
tt0031925	7.0	186
tt0031927	4.8	51
tt0031928	6.3	98
tt0031929	5.4	67
tt0031930	4.9	40
tt0031931	5.3	62
tt0031932	4.9	11
tt0031933	6.4	25
tt0031934	6.3	92
tt0031935	5.2	9
tt0031936	6.4	221
tt0031937	5.7	256
tt0031938	5.8	34
tt0031939	6.3	11
tt0031940	7.1	14
tt0031941	5.5	21
tt0031942	6.4	252
tt0031943	5.8	123
tt0031944	6.3	110
tt0031945	6.9	936
tt0031946	6.4	221
tt0031947	6.3	33
tt0031949	6.6	15
tt0031950	6.6	273
tt0031951	7.1	10148
tt0031952	6.6	29
tt0031953	5.8	354
tt0031954	5.6	126
tt0031955	5.9	212
tt0031956	5.7	11
tt0031957	5.9	133
tt0031958	6.4	130
tt0031959	6.5	40
tt0031960	5.3	150
tt0031961	6.2	84
tt0031962	6.6	27
tt0031963	7.1	21
tt0031964	6.7	373
tt0031965	6.8	61
tt0031966	7.1	90
tt0031967	7.5	19
tt0031968	6.9	2173
tt0031969	4.3	20
tt0031970	6.5	66
tt0031971	7.8	47837
tt0031972	6.4	307
tt0031973	7.0	1402
tt0031974	5.9	96
tt0031975	5.5	103
tt0031976	7.0	1063
tt0031977	6.2	162
tt0031978	6.5	29
tt0031979	7.3	33
tt0031980	5.8	10
tt0031981	7.0	1092
tt0031982	6.1	97
tt0031983	6.9	2552
tt0031986	7.1	15
tt0031987	6.1	142
tt0031988	6.5	293
tt0031989	5.8	45
tt0031990	5.8	58
tt0031992	5.7	22
tt0031993	6.2	12
tt0031994	5.6	8
tt0031995	6.5	874
tt0031996	6.4	181
tt0031997	5.2	97
tt0031998	6.1	26
tt0031999	5.7	165
tt0032000	5.6	161
tt0032001	6.5	22
tt0032003	5.0	35
tt0032004	6.1	209
tt0032005	5.0	59
tt0032006	6.3	71
tt0032007	6.5	3360
tt0032008	5.9	24
tt0032009	5.4	56
tt0032010	6.6	391
tt0032011	6.3	57
tt0032012	6.9	291
tt0032014	5.8	60
tt0032015	6.1	351
tt0032016	6.2	53
tt0032017	6.0	199
tt0032018	6.3	484
tt0032019	6.1	257
tt0032020	3.1	25
tt0032021	5.8	109
tt0032022	6.8	2286
tt0032023	6.9	434
tt0032024	6.5	27
tt0032025	6.8	102
tt0032026	7.2	18
tt0032027	6.7	24
tt0032028	5.9	599
tt0032029	7.9	533
tt0032030	6.9	379
tt0032031	6.0	104
tt0032032	5.6	349
tt0032033	7.0	582
tt0032034	6.3	198
tt0032037	5.8	97
tt0032038	6.1	82
tt0032039	6.4	48
tt0032041	6.3	17
tt0032043	6.5	1302
tt0032044	6.2	401
tt0032045	6.3	410
tt0032047	3.5	409
tt0032048	6.0	16
tt0032049	6.6	1972
tt0032050	6.5	241
tt0032055	6.3	31
tt0032057	4.0	33
tt0032059	6.3	249
tt0032060	6.1	107
tt0032061	5.9	50
tt0032062	6.8	15
tt0032063	7.4	73
tt0032065	5.5	308
tt0032067	5.6	59
tt0032068	4.2	19
tt0032069	3.6	22
tt0032070	6.9	56
tt0032071	7.6	3061
tt0032074	7.0	10
tt0032075	6.7	85
tt0032076	5.3	68
tt0032077	6.3	17
tt0032078	5.3	11
tt0032079	6.1	9
tt0032080	7.1	3005
tt0032081	6.3	55
tt0032082	7.0	67
tt0032086	6.9	251
tt0032087	5.5	10
tt0032089	6.9	12
tt0032090	6.6	12
tt0032091	6.3	13
tt0032093	6.0	60
tt0032095	6.4	44
tt0032096	5.9	8
tt0032097	5.1	39
tt0032098	6.0	25
tt0032099	7.2	43
tt0032100	9.4	10
tt0032101	5.5	35
tt0032102	5.2	18
tt0032103	5.6	28
tt0032104	6.1	142
tt0032105	7.3	122
tt0032106	6.6	9
tt0032107	6.1	114
tt0032109	6.8	50
tt0032110	6.2	107
tt0032111	6.8	112
tt0032112	4.8	86
tt0032113	5.8	150
tt0032114	5.5	224
tt0032115	7.1	347
tt0032116	7.9	558
tt0032117	6.3	76
tt0032118	5.6	19
tt0032119	6.3	9
tt0032121	6.5	36
tt0032123	6.8	89
tt0032124	6.8	608
tt0032125	7.0	390
tt0032126	5.6	29
tt0032128	6.2	232
tt0032129	7.2	11
tt0032130	6.0	331
tt0032131	5.8	25
tt0032132	5.8	63
tt0032133	6.0	9
tt0032134	6.8	315
tt0032135	6.4	223
tt0032136	5.9	19
tt0032137	5.6	75
tt0032138	8.1	387215
tt0032139	6.0	49
tt0032140	7.5	18
tt0032141	6.0	13
tt0032142	6.0	262
tt0032143	7.8	13616
tt0032144	7.1	189
tt0032145	7.6	17870
tt0032146	5.9	358
tt0032148	7.3	23
tt0032149	6.3	213
tt0032150	7.5	512
tt0032151	4.7	42
tt0032152	7.0	1674
tt0032153	6.3	1110
tt0032154	5.8	98
tt0032155	7.5	8138
tt0032156	7.8	3705
tt0032157	6.4	197
tt0032158	6.0	625
tt0032159	5.6	46
tt0032160	5.2	14
tt0032161	6.1	31
tt0032162	6.6	193
tt0032163	5.1	20
tt0032164	7.1	424
tt0032165	6.3	7
tt0032168	6.7	28
tt0032171	5.6	40
tt0032172	5.5	7
tt0032173	6.6	62
tt0032174	7.3	85
tt0032176	6.8	637
tt0032177	5.2	13
tt0032178	6.4	260
tt0032179	6.1	1053
tt0032181	7.3	1811
tt0032182	5.8	25
tt0032183	6.3	56
tt0032184	7.3	139
tt0032185	5.9	168
tt0032186	8.0	1300
tt0032187	6.9	17
tt0032188	5.0	7
tt0032189	6.6	75
tt0032190	6.2	292
tt0032191	5.5	20
tt0032192	5.8	315
tt0032193	5.5	76
tt0032194	7.4	4871
tt0032195	4.5	28
tt0032198	5.2	163
tt0032199	4.8	12
tt0032201	6.0	105
tt0032205	6.5	266
tt0032206	6.7	909
tt0032207	5.7	281
tt0032208	6.2	9
tt0032209	6.5	1170
tt0032211	6.5	188
tt0032213	7.0	22
tt0032214	6.2	175
tt0032215	4.6	1833
tt0032216	5.6	73
tt0032218	6.4	56
tt0032219	7.4	63
tt0032220	6.9	845
tt0032221	6.8	1319
tt0032222	6.8	13
tt0032223	5.5	22
tt0032225	6.1	211
tt0032226	7.0	40
tt0032227	5.8	9
tt0032228	5.2	7
tt0032229	6.4	83
tt0032230	6.9	118
tt0032231	5.9	116
tt0032232	5.2	94
tt0032233	8.0	17
tt0032234	7.1	7180
tt0032235	5.5	6
tt0032237	6.5	13
tt0032238	5.7	11
tt0032239	6.0	26
tt0032240	4.1	10
tt0032243	7.0	403
tt0032244	6.7	289
tt0032245	6.1	1209
tt0032246	5.4	63
tt0032247	6.5	1840
tt0032248	5.6	10
tt0032249	6.2	92
tt0032251	6.9	547
tt0032252	5.8	186
tt0032253	6.2	77
tt0032254	7.2	223
tt0032255	6.5	197
tt0032256	5.9	515
tt0032257	4.9	21
tt0032258	6.3	2468
tt0032259	7.7	21
tt0032260	2.8	18
tt0032261	6.7	305
tt0032262	6.5	360
tt0032263	6.5	501
tt0032264	6.2	1761
tt0032265	4.0	15
tt0032268	7.1	62
tt0032269	7.1	543
tt0032270	7.8	533
tt0032271	6.6	569
tt0032272	6.4	100
tt0032273	7.1	3408
tt0032274	6.8	110
tt0032275	6.8	8
tt0032276	5.9	129
tt0032277	5.6	622
tt0032278	6.0	14
tt0032279	6.2	18
tt0032280	6.7	11
tt0032281	6.3	1066
tt0032282	4.3	19
tt0032283	6.1	1075
tt0032284	7.3	2438
tt0032285	7.0	2731
tt0032286	5.3	317
tt0032287	5.7	123
tt0032288	6.9	95
tt0032289	7.0	332
tt0032290	6.9	848
tt0032292	5.6	103
tt0032293	6.7	20
tt0032294	6.0	150
tt0032295	6.7	70
tt0032296	6.4	65
tt0032297	6.2	107
tt0032298	6.3	165
tt0032299	5.8	410
tt0032302	4.5	14
tt0032304	5.5	300
tt0032305	6.4	126
tt0032306	4.7	35
tt0032308	7.0	9
tt0032309	6.5	25
tt0032311	6.4	77
tt0032312	6.1	295
tt0032313	6.3	297
tt0032315	6.7	718
tt0032316	7.0	6
tt0032319	6.4	105
tt0032321	6.2	303
tt0032322	5.8	29
tt0032323	5.8	158
tt0032324	7.1	1604
tt0032325	7.1	1385
tt0032326	7.1	1339
tt0032327	4.5	25
tt0032328	4.8	57
tt0032329	5.3	105
tt0032330	6.2	62
tt0032331	6.3	134
tt0032332	5.0	39
tt0032333	6.1	195
tt0032334	6.1	50
tt0032335	7.7	19
tt0032336	5.8	42
tt0032337	6.7	70
tt0032338	7.4	3788
tt0032339	7.3	3900
tt0032340	6.6	147
tt0032341	6.0	170
tt0032342	7.2	2367
tt0032343	6.5	59
tt0032345	5.6	22
tt0032346	5.9	263
tt0032347	5.6	55
tt0032348	7.5	23
tt0032349	6.5	1582
tt0032350	6.9	64
tt0032351	5.7	13
tt0032352	5.7	235
tt0032353	6.2	435
tt0032354	6.3	263
tt0032355	6.5	38
tt0032356	6.9	1224
tt0032358	5.9	149
tt0032359	6.0	355
tt0032361	6.1	91
tt0032362	6.8	25
tt0032363	6.2	14
tt0032364	5.5	46
tt0032365	3.7	7
tt0032366	6.2	497
tt0032367	6.6	41
tt0032368	6.7	202
tt0032369	5.7	226
tt0032371	7.6	456
tt0032373	5.8	182
tt0032375	7.3	29
tt0032376	6.8	2580
tt0032377	6.1	35
tt0032378	4.2	24
tt0032379	5.2	35
tt0032380	5.3	61
tt0032381	7.5	51
tt0032383	6.8	2632
tt0032384	6.7	274
tt0032386	7.4	55
tt0032387	6.0	116
tt0032390	5.5	2989
tt0032391	6.6	591
tt0032392	6.1	28
tt0032394	5.7	24
tt0032395	6.2	38
tt0032396	6.9	605
tt0032397	6.9	913
tt0032398	6.1	144
tt0032399	6.9	42
tt0032401	6.8	1078
tt0032402	7.1	825
tt0032403	6.5	24
tt0032404	5.5	1174
tt0032405	7.3	15
tt0032406	5.5	557
tt0032407	6.3	54
tt0032408	6.3	946
tt0032409	6.1	51
tt0032410	6.4	1129
tt0032411	5.9	107
tt0032412	6.4	2547
tt0032413	7.4	1616
tt0032414	6.5	377
tt0032415	6.1	363
tt0032416	6.0	511
tt0032417	6.4	114
tt0032420	6.9	309
tt0032421	5.6	97
tt0032422	6.1	318
tt0032423	6.4	166
tt0032424	6.2	388
tt0032426	6.2	246
tt0032427	6.1	120
tt0032428	5.5	253
tt0032429	6.3	392
tt0032430	5.7	7
tt0032432	7.1	1615
tt0032433	6.0	163
tt0032434	7.6	79
tt0032435	6.8	13
tt0032438	6.2	182
tt0032439	6.1	974
tt0032440	6.1	39
tt0032442	4.2	15
tt0032443	6.2	56
tt0032444	6.6	26
tt0032445	6.5	57
tt0032446	6.7	32
tt0032447	7.0	995
tt0032448	6.6	48
tt0032449	5.8	204
tt0032452	6.3	28
tt0032455	7.7	94174
tt0032456	6.9	64
tt0032457	5.4	1109
tt0032458	6.3	139
tt0032459	6.4	89
tt0032461	7.3	12
tt0032462	6.4	14
tt0032463	6.7	152
tt0032465	5.5	66
tt0032466	6.7	141
tt0032467	6.6	1871
tt0032468	5.5	26
tt0032470	7.1	704
tt0032471	5.9	125
tt0032472	6.2	150
tt0032473	5.8	150
tt0032474	5.8	115
tt0032475	6.7	1370
tt0032476	5.7	296
tt0032477	6.3	763
tt0032479	7.2	88
tt0032481	6.5	395
tt0032482	6.0	100
tt0032483	5.8	49
tt0032484	7.5	20574
tt0032485	6.0	34
tt0032487	6.6	299
tt0032488	5.7	13
tt0032489	4.1	17
tt0032490	6.4	117
tt0032491	5.8	14
tt0032492	6.2	50
tt0032494	7.3	78
tt0032495	6.8	26
tt0032496	7.7	474
tt0032497	7.4	17
tt0032498	5.9	14
tt0032499	5.0	124
tt0032501	4.1	19
tt0032502	7.2	34
tt0032503	6.3	253
tt0032504	5.6	196
tt0032505	6.1	309
tt0032507	6.4	304
tt0032508	5.3	125
tt0032509	6.1	81
tt0032511	5.5	168
tt0032512	6.6	67
tt0032513	6.5	133
tt0032514	6.1	64
tt0032515	6.5	105
tt0032516	5.9	20
tt0032518	6.1	17
tt0032520	7.1	3437
tt0032521	6.0	271
tt0032522	6.0	10
tt0032523	6.3	138
tt0032524	5.1	27
tt0032525	7.4	9
tt0032526	6.0	11
tt0032527	5.8	27
tt0032528	5.9	80
tt0032529	6.2	48
tt0032530	6.0	162
tt0032533	5.5	49
tt0032534	6.2	97
tt0032536	6.8	5458
tt0032537	5.4	16
tt0032538	7.1	87
tt0032539	6.2	377
tt0032542	6.2	91
tt0032543	6.1	200
tt0032544	6.9	594
tt0032546	6.9	61
tt0032547	6.2	12
tt0032549	5.5	46
tt0032550	6.2	184
tt0032551	8.1	91009
tt0032553	8.4	218946
tt0032554	7.3	3969
tt0032555	4.0	26
tt0032556	6.2	246
tt0032557	6.6	176
tt0032558	5.7	354
tt0032559	6.6	387
tt0032562	7.1	41
tt0032563	6.8	27
tt0032565	5.6	11
tt0032566	6.3	359
tt0032567	5.1	38
tt0032568	5.2	38
tt0032569	5.9	139
tt0032571	6.2	751
tt0032572	5.4	127
tt0032573	4.9	16
tt0032574	5.9	30
tt0032575	6.1	222
tt0032576	6.4	179
tt0032577	6.0	14
tt0032578	3.9	19
tt0032579	4.3	23
tt0032581	6.3	57
tt0032582	5.8	17
tt0032583	4.6	28
tt0032584	7.9	18
tt0032585	7.0	82
tt0032586	6.4	11
tt0032587	6.4	96
tt0032588	7.0	9
tt0032590	6.7	74
tt0032591	5.3	31
tt0032592	6.3	195
tt0032595	6.6	74
tt0032596	6.7	413
tt0032597	6.4	32
tt0032598	5.2	139
tt0032599	7.9	57620
tt0032600	6.0	77
tt0032601	4.8	59
tt0032602	5.6	154
tt0032603	6.2	154
tt0032604	6.4	116
tt0032605	6.1	61
tt0032606	5.9	202
tt0032607	6.1	37
tt0032608	4.5	20
tt0032609	6.5	551
tt0032610	7.0	1147
tt0032611	7.9	497
tt0032612	6.1	1164
tt0032613	6.3	425
tt0032614	5.9	215
tt0032616	6.6	25
tt0032617	7.5	3286
tt0032618	5.2	115
tt0032619	6.0	82
tt0032620	6.8	236
tt0032621	6.4	24
tt0032622	5.8	82
tt0032624	6.0	174
tt0032625	7.5	15
tt0032626	7.3	9
tt0032627	6.5	14
tt0032629	5.7	34
tt0032634	4.2	134
tt0032635	6.5	4374
tt0032636	6.7	1632
tt0032637	6.0	2801
tt0032638	6.3	702
tt0032641	5.8	455
tt0032642	4.7	91
tt0032643	6.6	1211
tt0032644	6.5	630
tt0032645	6.3	136
tt0032648	7.4	12
tt0032651	6.9	1310
tt0032652	6.2	60
tt0032653	5.1	3166
tt0032655	6.1	569
tt0032656	6.6	98
tt0032657	5.5	11
tt0032659	4.9	33
tt0032660	4.7	42
tt0032662	4.5	48
tt0032663	5.4	100
tt0032665	6.9	52
tt0032666	5.2	26
tt0032667	6.0	100
tt0032668	5.5	175
tt0032669	7.3	99
tt0032670	6.3	485
tt0032671	6.9	3665
tt0032672	6.5	252
tt0032673	7.4	12
tt0032674	6.1	36
tt0032675	6.3	114
tt0032676	6.7	1899
tt0032677	5.6	189
tt0032678	7.5	30
tt0032679	5.0	79
tt0032680	5.9	88
tt0032681	4.9	52
tt0032682	6.8	12
tt0032683	6.4	85
tt0032684	5.7	89
tt0032685	5.9	51
tt0032686	6.3	781
tt0032687	6.3	392
tt0032688	7.2	39
tt0032690	5.7	202
tt0032692	7.7	13
tt0032693	6.2	42
tt0032694	6.0	32
tt0032695	6.0	23
tt0032696	6.5	63
tt0032699	6.5	319
tt0032700	6.2	115
tt0032701	7.6	12896
tt0032703	4.9	456
tt0032704	5.7	14
tt0032705	6.0	24
tt0032706	5.4	160
tt0032707	7.2	62
tt0032709	3.0	9
tt0032710	6.5	508
tt0032711	7.3	10
tt0032713	7.2	11
tt0032714	6.8	37
tt0032715	5.9	118
tt0032716	5.7	144
tt0032717	5.7	376
tt0032718	6.4	609
tt0032719	6.5	225
tt0032720	5.7	74
tt0032721	6.8	33
tt0032723	7.0	657
tt0032724	7.5	25
tt0032725	6.4	334
tt0032726	6.5	343
tt0032727	7.2	109
tt0032728	6.9	4261
tt0032729	6.2	450
tt0032730	6.8	146
tt0032731	6.3	36
tt0032732	6.0	95
tt0032733	6.4	914
tt0032734	4.8	28
tt0032738	5.6	21
tt0032739	6.7	20
tt0032740	6.9	39
tt0032741	5.1	232
tt0032742	6.4	356
tt0032743	5.9	52
tt0032744	5.8	173
tt0032745	6.3	30
tt0032746	7.0	543
tt0032747	6.4	279
tt0032748	6.5	78
tt0032749	5.1	35
tt0032750	5.8	134
tt0032751	6.9	55
tt0032753	6.6	922
tt0032756	4.8	16
tt0032759	5.5	19
tt0032760	6.0	57
tt0032761	5.4	191
tt0032762	7.5	10072
tt0032763	5.4	168
tt0032764	6.0	87
tt0032766	6.1	148
tt0032769	6.3	165
tt0032770	6.2	112
tt0032771	5.1	45
tt0032772	6.4	84
tt0032773	7.0	13
tt0032774	6.1	60
tt0032776	7.2	56
tt0032778	5.4	17
tt0032779	6.2	220
tt0032780	6.2	17
tt0032781	5.7	117
tt0032782	4.4	152
tt0032783	6.6	61
tt0032784	5.5	29
tt0032785	7.0	105
tt0032786	6.1	237
tt0032787	6.0	11
tt0032788	6.6	481
tt0032790	5.0	214
tt0032791	5.4	105
tt0032792	4.8	6
tt0032793	6.3	18
tt0032794	6.6	725
tt0032795	5.1	108
tt0032796	5.7	190
tt0032798	5.4	277
tt0032799	5.2	150
tt0032800	5.6	8
tt0032801	7.0	79
tt0032802	6.4	206
tt0032803	6.6	15
tt0032805	4.4	23
tt0032806	6.4	86
tt0032808	6.7	10
tt0032809	6.7	71
tt0032810	5.5	154
tt0032811	7.8	5220
tt0032812	6.6	59
tt0032814	7.3	1121
tt0032815	7.0	1194
tt0032816	5.5	35
tt0032817	5.2	22
tt0032818	6.0	4030
tt0032819	6.9	1257
tt0032820	5.5	311
tt0032821	4.6	53
